"Dates","AAPL","AMZN","ABT","ADBE","AMGN","AEP","AFL","AIG","ALL","APD","ADM","AKAM"
"16-11-2018",193.53,1593.41,72.04,238.89,194.18,77.02,44.57,42.94,89.5,163.86,46.38,69.87
"19-11-2018",185.86,1512.29,70.54,219.69,194.91,77.43,45.37,43.3,88.45,159.89,46.31,68.27
"20-11-2018",176.98,1495.46,69.06,219.73,196.44,77.82,44.29,43.06,88.09,157.56,45.66,66.67
"21-11-2018",176.78,1516.73,68.53,225.98,192.77,75.65,44.39,43.86,88.07,159.18,45.6,67.88
"22-11-2018",176.78,1516.73,68.53,225.98,192.77,75.65,44.39,43.86,88.07,159.18,45.6,67.88
"23-11-2018",172.29,1502.06,68.11,225.56,192.57,75.86,44.47,43.37,87.73,157.49,45.2,67.79
"26-11-2018",174.62,1581.33,68.81,231.96,194.3,75.96,44.61,43.85,88.42,158.58,45.52,68.4
"27-11-2018",174.24,1581.42,69.71,232.25,197.1,76.58,44.55,43.43,87.5,156.27,46.07,67.57
"28-11-2018",180.94,1677.75,72.83,249.21,201.42,76.22,45.36,44.32,89.16,158.66,46,69.6
"29-11-2018",179.55,1673.57,73.26,249.09,202.37,76.35,45.4,43.44,88.48,159.21,46.04,68.11
"30-11-2018",178.58,1690.17,74.05,250.89,208.25,77.74,45.74,43.25,89.19,160.87,46.02,68.75
"03-12-2018",184.82,1772.36,74.27,255.26,202.93,78.31,46.07,43.18,88.76,166.62,46.84,70.24
"04-12-2018",176.69,1668.4,71.5,245.82,197.76,78.42,44.29,40.77,86.4,163.92,45.61,68.71
"05-12-2018",176.69,1668.4,71.5,245.82,197.76,78.42,44.29,40.77,86.4,163.92,45.61,68.71
"06-12-2018",174.72,1699.19,71.54,250.63,199.01,78.76,43.55,39.41,85.09,161.37,45.53,69.02
"07-12-2018",168.49,1629.13,69.95,238,191.44,79.32,43.25,37.9,83.81,157.16,44.46,66.65
"10-12-2018",169.6,1641.03,70.92,244.09,194.09,79.36,43.04,37.51,83.28,157.08,44.59,67.28
"11-12-2018",168.63,1643.24,71.84,245.34,196.18,79.76,42.64,36.59,82.49,155.93,44.55,67.42
"12-12-2018",169.1,1663.54,72.53,245.55,196.41,79.52,42.9,37.68,82.4,157.71,45.19,68.03
"13-12-2018",170.95,1658.38,72.18,248.08,197.53,80.36,45.75,37.29,80.59,157.28,44.93,67.25
